ONTOLOGY,ID,Description,NES,setSize,pvalue,p.adjust,core_enrichment
BP,GO:0051171,regulation of nitrogen compound metabolic process,-1.2788900720157923,199,0.07674418604651163,0.9641025641025642,IL1RAP/MAP4K5/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/SS18L2/CDK6/KLF11/MAP4K2/CAMKK1/CRADD/WWC2/PRKAR2A/TGFBR1/NUDT15/MICAL2/ASXL2/SAMD4A/MKNK2/PPP1R14C/HTATIP2/PTPRB/RAP2A/ZMYND11/ARNT2/PCBD1/EDEM1/ACVR2B/HAS3/EGLN3/PM20D2/RPS6KA1/PRKAA2/SCML1/EIF5A2/CRLF3/TAB1/ZNF367/RHEBL1/IL7R/CCNB3
BP,GO:0050794,regulation of cellular process,-1.2619642080880435,329,0.07711442786069651,0.9641025641025642,PLEKHA1/RNF180/CYTH1/PPP1R14A/STAC/DENND6A/LANCL1/IL1RAP/MAP4K5/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/CDKL1/FITM2/SNX4/SS18L2/CDK6/STARD13/KLF11/MAP4K2/CAMKK1/CRADD/DDHD1/WWC2/PRKAR2A/TGFBR1/USP46/NUDT15/RBSN/MAPKBP1/CLASP2/MICAL2/ASXL2/SAMD4A/SLC7A1/GCLM/MKNK2/PPP1R14C/HTATIP2/PHLPP2/PLCD4/PTPRB/RAP2A/ZMYND11/RASGRP2/ANO1/ARNT2/PCBD1/EDEM1/OMA1/ACVR2B/HAS3/EGLN3/PM20D2/RPS6KA1/P4HB/DDHD2/SDC1/PRKAA2/SCML1/EIF5A2/RAB15/ARG2/CYP26B1/CRLF3/TAB1/ZNF367/RHEBL1/IL7R/PLA2G3/CAPN6/CCNB3
BP,GO:0001775,cell activation,-1.4011028304702131,41,0.07822410147991543,0.9641025641025642,PYGL/NEDD4/SNX4/CDK6/TGFBR1/SLC7A1/GCLM/PTPRB/RPS6KA1/ARG2/CYP26B1/IL7R/PLA2G3
BP,GO:0006915,apoptotic process,-1.345953172577591,66,0.0784313725490196,0.9641025641025642,KLF11/CRADD/TGFBR1/GCLM/MKNK2/HTATIP2/ZMYND11/ARNT2/OMA1/EGLN3/RPS6KA1/P4HB/PRKAA2/ARG2/IL7R/PLA2G3
BP,GO:0097305,response to alcohol,1.498734381655213,10,0.07869481765834933,0.9641025641025642,CLDN3/ADCY1/CLDN1/AKR1C3/CDKN1A
BP,GO:0007010,cytoskeleton organization,-1.3761918911016444,53,0.07916666666666666,0.9641025641025642,MYO1B/PDZD8/CEP85/ACTG1/MYO5A/ARHGAP12/INO80/AGFG1/TRPM7/DIAPH1/INPPL1/RCC1/SSH2/MAST2/MYO18A/FITM2/STARD13/TGFBR1/TUBAL3/CLASP2/MICAL2/RAP2A/MICALCL/TPM4/PRKAA2/PLA2G3/CAPN6
BP,GO:0048232,male gamete generation,-1.4884410850780032,21,0.08016877637130802,0.9641025641025642,NUP62/BNC1/GOLGA3/CSNK2A2/AGFG1/AGO4/MAST2/PLEKHA1/MICALCL/OSBP2/EIF5A2/CYP26B1/PLA2G3
CC,GO:0031224,intrinsic component of membrane,1.3683894244724848,113,0.08043875685557587,0.9641025641025642,PCDHB13/EPHX3/VNN2/CLDN3/ADCY1/UCP2/ATG9B/NAALADL2/CLDN9/UPK2/NPBWR1/BEAN1/PDE4B/RTP4/MET/CLDN1/B3GNT9/STX12/TAPT1/RIC3/VAMP7/VAMP7/CMTM3
BP,GO:0006644,phospholipid metabolic process,-1.471138000103502,26,0.08085106382978724,0.9641025641025642,PIGB/MTM1/MTMR12/PIK3CA/PIGN/SGMS2/CSNK2A2/LPIN3/INPPL1/MTMR3/MTMR10/LPGAT1/LPCAT2/MTMR6/PLEKHA1/FITM2/DDHD1/PLCD4/DDHD2/PLA2G3
BP,GO:0006796,phosphate-containing compound metabolic process,-1.3168013615791372,131,0.08089887640449438,0.9641025641025642,MTMR3/DUS2/MTMR10/LPGAT1/SSH2/SMG6/ARNT/LPCAT2/MAST2/MPC2/MTMR6/KLHDC10/PLEKHA1/PPP1R14A/PYGL/MAP4K5/ADCY9/ADCY7/CDKL1/FITM2/CDK6/MAP4K2/CAMKK1/DDHD1/PRKAR2A/TGFBR1/NUDT15/MKNK2/PPP1R14C/HTATIP2/PHLPP2/PLCD4/PTPRB/RAP2A/ZMYND11/POMK/ACVR2B/CMPK1/RPS6KA1/DDHD2/PRKAA2/TAB1/PLA2G3/CCNB3
CC,GO:0012505,endomembrane system,-1.2768226191438625,181,0.08120649651972157,0.9641025641025642,TMED5/DUS2/LPGAT1/RCC1/ARSJ/CLCC1/LPCAT2/FAM91A1/FUT1/AP4E1/PSEN2/MYO18A/DTX3L/MTMR6/ANXA7/RNF180/CYTH1/PYGL/DENND6A/ERMP1/NEDD4/FITM2/SNX4/MAP4K2/NHS/FKBP9/TGFBR1/ZDHHC18/RBSN/ARSK/C3orf52/CLASP2/UBIAD1/HTATIP2/LRRC8B/PLCD4/PTPRB/RAP2A/SUMF1/POMK/OSBP2/SCARA3/EDEM1/LBR/P4HB/DDHD2/SDC1/PRKAA2/EIF5A2/RAB15/CYP26B1/TAB1/ST6GALNAC6/RHEBL1/PLA2G3
BP,GO:0006793,phosphorus metabolic process,-1.3347028707166462,134,0.08131868131868132,0.9641025641025642,MTMR3/DUS2/MTMR10/LPGAT1/SSH2/SMG6/ARNT/LPCAT2/MAST2/MPC2/MTMR6/KLHDC10/PLEKHA1/PPP1R14A/PYGL/MAP4K5/ADCY9/ADCY7/CDKL1/FITM2/CDK6/MAP4K2/CAMKK1/DDHD1/PRKAR2A/TGFBR1/NUDT15/MKNK2/PPP1R14C/HTATIP2/PHLPP2/PLCD4/PTPRB/RAP2A/UAP1/ZMYND11/POMK/ACVR2B/CMPK1/RPS6KA1/DDHD2/PRKAA2/TAB1/PLA2G3/CCNB3
BP,GO:0022603,regulation of anatomical structure morphogenesis,-1.4251491304861563,33,0.081419624217119,0.9641025641025642,NEDD4/FITM2/SS18L2/STARD13/DDHD1/TGFBR1/CLASP2/HTATIP2/RAP2A/OMA1/P4HB/DDHD2
BP,GO:0045859,regulation of protein kinase activity,-1.416911056722052,36,0.08368200836820083,0.9641025641025642,MAP4K5/ADCY9/ADCY7/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/PTPRB/ACVR2B/TAB1/CCNB3
BP,GO:0032502,developmental process,-1.257680450009848,188,0.08391608391608392,0.9641025641025642,IL1RAP/ADCY9/KDM7A/TOB2/NEDD4/CDKL1/FITM2/SS18L2/CDK6/STARD13/DDHD1/WWC2/NHS/TGFBR1/CLASP2/MICAL2/ASXL2/GCLM/MKNK2/CNNM4/HTATIP2/PHLPP2/PTPRB/RAP2A/MICALCL/POMK/OSBP2/ANO1/ARNT2/LBR/OMA1/ACVR2B/RPS6KA1/P4HB/DDHD2/CDH20/SDC1/TPM4/EIF5A2/ARG2/CYP26B1/TAB1/IL7R/PLA2G3
CC,GO:0016607,nuclear speck,-1.447324255536704,19,0.08418891170431211,0.9641025641025642,PRKAA2/TAB1/CCNB3
CC,GO:0005576,extracellular region,1.335160555665785,90,0.08514492753623189,0.9641025641025642,ALDH1L1/VNN2/ADCY1/ADAMTS14/VWCE/CALML5/UPK2/APOD/SMOC1/CMBL/MET/PDCD6/AKR1C3/CALU/C6orf120/MARCKSL1/ACTA2/VAMP7/VAMP7/IDUA/CMTM3
BP,GO:0019221,cytokine-mediated signaling pathway,-1.4806980735316977,21,0.08649789029535865,0.9641025641025642,P4HB/SDC1/TAB1/IL7R
BP,GO:0019637,organophosphate metabolic process,-1.3412918428513145,47,0.08649789029535865,0.9641025641025642,PIGB/PRKAG2/MTM1/MTMR12/ENTPD5/PDE8A/PIK3CA/NUP62/PIGN/SGMS2/CSNK2A2/LPIN3/CARD11/INPPL1/MTMR3/MTMR10/LPGAT1/ARNT/LPCAT2/MPC2/MTMR6/PLEKHA1/PYGL/ADCY9/ADCY7/FITM2/DDHD1/NUDT15/PLCD4/CMPK1/DDHD2/PRKAA2/PLA2G3
MF,GO:0016301,kinase activity,-1.393190979509335,41,0.08668076109936575,0.9641025641025642,MAP4K5/CDKL1/CDK6/MAP4K2/CAMKK1/TGFBR1/MKNK2/HTATIP2/POMK/ACVR2B/CMPK1/RPS6KA1/PRKAA2
CC,GO:1902911,protein kinase complex,-1.4582118187643527,13,0.08704453441295547,0.9641025641025642,CDK6/PRKAR2A/TGFBR1/ACVR2B/CCNB3
BP,GO:0046488,phosphatidylinositol metabolic process,-1.4716234003722404,16,0.08775510204081632,0.9641025641025642,PIGB/MTM1/MTMR12/PIK3CA/PIGN/INPPL1/MTMR3/MTMR10/LPGAT1/MTMR6/PLEKHA1/PLCD4/PLA2G3
BP,GO:0012501,programmed cell death,-1.3556965990543217,71,0.0881057268722467,0.9641025641025642,KLF11/CRADD/TGFBR1/GCLM/MKNK2/HTATIP2/ZMYND11/ARNT2/OMA1/EGLN3/RPS6KA1/P4HB/PRKAA2/ARG2/CYP26B1/IL7R/PLA2G3
BP,GO:0009615,response to virus,1.4495430523871533,13,0.08858267716535433,0.9641025641025642,VWCE/RTP4/BANF1/CARD9/ACTA2/ZCCHC3/POLR3F
BP,GO:0038093,Fc receptor signaling pathway,-1.4924386479733815,12,0.08888888888888889,0.9641025641025642,CYFIP1/MAP3K7/PAK1/YES1/MYO1C/PIK3CA/BTRC/ACTG1/APPL2/CARD11/TAB1
BP,GO:0043604,amide biosynthetic process,-1.4022841667218084,29,0.09033613445378151,0.9647569915829487,SAMD4A/GCLM/MKNK2/RPS6KA1/EIF5A2/ARG2/ST6GALNAC6
BP,GO:0048522,positive regulation of cellular process,-1.262857710874811,201,0.09174311926605505,0.9647569915829487,STAC/DENND6A/IL1RAP/MAP4K5/ADCY9/KDM7A/ADCY7/GABPB2/NEDD4/SNX4/SS18L2/CDK6/KLF11/MAP4K2/CAMKK1/CRADD/DDHD1/PRKAR2A/TGFBR1/CLASP2/MICAL2/ASXL2/SAMD4A/SLC7A1/HTATIP2/RAP2A/ANO1/ARNT2/PCBD1/EDEM1/OMA1/ACVR2B/HAS3/EGLN3/RPS6KA1/P4HB/DDHD2/SDC1/PRKAA2/EIF5A2/RAB15/ARG2/CYP26B1/CRLF3/TAB1/IL7R/PLA2G3
BP,GO:0009058,biosynthetic process,-1.250626716740329,217,0.09610983981693363,0.9647569915829487,ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/FITM2/SS18L2/CDK6/KLF11/DDHD1/WWC2/TGFBR1/ZDHHC18/NUDT15/MICAL2/ASXL2/SAMD4A/GCLM/MKNK2/UBIAD1/HTATIP2/UAP1/ZMYND11/POMK/ARNT2/PCBD1/DOHH/LBR/ACVR2B/HAS3/CMPK1/EGLN3/RPS6KA1/DDHD2/SDC1/PRKAA2/SCML1/EIF5A2/ARG2/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1/PLA2G3
BP,GO:0051270,regulation of cellular component movement,1.418646140036162,31,0.09640831758034027,0.9647569915829487,CLDN3/NDRG4/APOD/PDE4B/MET/CLDN1/PDCD6
BP,GO:0043588,skin development,1.435163471166309,11,0.09803921568627451,0.9647569915829487,MET/CLDN1/AKR1C3/FOXQ1/RBPJ/GBA
MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",-1.3718721218408638,36,0.09832635983263599,0.9647569915829487,MAP4K5/CDKL1/CDK6/MAP4K2/CAMKK1/TGFBR1/MKNK2/HTATIP2/POMK/ACVR2B/RPS6KA1/PRKAA2
BP,GO:0006950,response to stress,-1.282968022019045,131,0.09887640449438202,0.9647569915829487,DTX3L/KLHDC10/ANXA7/PLEKHA1/STAC/LANCL1/IL1RAP/MAP4K5/ADCY7/NEDD4/SNX4/CDK6/MAP4K2/CRADD/PRKAR2A/TGFBR1/USP46/NUDT15/RBSN/MAPKBP1/CLASP2/GCLM/RAP2A/ZMYND11/ANO1/ARNT2/SCARA3/EDEM1/EGLN3/RPS6KA1/P4HB/SDC1/PRKAA2/ARG2/CYP26B1/TAB1/PLA2G3
BP,GO:0060429,epithelium development,1.3649334956260115,35,0.10325047801147227,0.9647569915829487,CLDN3/NDRG4/UPK2/MET/CLDN1/AKR1C3/FOXQ1/CDKN1A/ACTA2/PYGO2/RBPJ/DUSP10/BAX
BP,GO:0006650,glycerophospholipid metabolic process,-1.37186026631546,24,0.10395010395010396,0.9647569915829487,PIGB/MTM1/MTMR12/PIK3CA/PIGN/CSNK2A2/LPIN3/INPPL1/MTMR3/MTMR10/LPGAT1/LPCAT2/MTMR6/PLEKHA1/DDHD1/PLCD4/DDHD2/PLA2G3
BP,GO:0044283,small molecule biosynthetic process,-1.3695044714622717,24,0.10395010395010396,0.9647569915829487,NUDT15/UBIAD1/PCBD1/LBR/HAS3/PRKAA2/PLA2G3
BP,GO:0019953,sexual reproduction,-1.3823960648559348,27,0.10504201680672269,0.9647569915829487,CELF1/NUP62/BNC1/GOLGA3/CSNK2A2/AGFG1/AGO4/MAST2/PLEKHA1/TOB2/TGFBR1/PLCD4/MICALCL/OSBP2/EIF5A2/CYP26B1/PLA2G3
BP,GO:0016042,lipid catabolic process,-1.431660734107008,13,0.10526315789473684,0.9647569915829487,DDHD1/ACAD11/PLCD4/DDHD2/CYP26B1/PLA2G3
BP,GO:0032268,regulation of cellular protein metabolic process,-1.2894878320720429,99,0.10619469026548672,0.9647569915829487,DTX3L/KLHDC10/RNF180/PPP1R14A/MAP4K5/ADCY9/ADCY7/MAP4K2/CAMKK1/CRADD/PRKAR2A/TGFBR1/NUDT15/SAMD4A/MKNK2/PPP1R14C/PTPRB/RAP2A/ZMYND11/EDEM1/ACVR2B/EGLN3/PM20D2/RPS6KA1/PRKAA2/EIF5A2/TAB1/CCNB3
BP,GO:0050863,regulation of T cell activation,-1.4481620448856185,12,0.10707070707070707,0.9647569915829487,SLC7A1/ARG2/CYP26B1/IL7R
BP,GO:0030155,regulation of cell adhesion,-1.388201909082918,22,0.10947368421052632,0.9647569915829487,FUT1/CYTH1/DENND6A/CDK6/CLASP2/SLC7A1/P4HB/ARG2/IL7R
BP,GO:1903829,positive regulation of cellular protein localization,-1.4385065577472804,11,0.10975609756097561,0.9647569915829487,PAK1/MYO1C/XPO4/NUP62/CSNK2A2/TRAPPC12/DTX3L/STAC/EDEM1/PRKAA2
BP,GO:0008219,cell death,-1.3053300849566418,75,0.1101511879049676,0.9647569915829487,GCLM/MKNK2/HTATIP2/ZMYND11/ARNT2/OMA1/EGLN3/RPS6KA1/P4HB/PRKAA2/ARG2/CYP26B1/IL7R/PLA2G3
BP,GO:0044271,cellular nitrogen compound biosynthetic process,-1.2345436202229014,162,0.11061946902654868,0.9647569915829487,IL1RAP/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/NUDT15/MICAL2/ASXL2/SAMD4A/GCLM/MKNK2/HTATIP2/UAP1/ZMYND11/ARNT2/PCBD1/ACVR2B/HAS3/CMPK1/EGLN3/RPS6KA1/SCML1/EIF5A2/ARG2/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1
BP,GO:0045860,positive regulation of protein kinase activity,-1.3866657825605666,23,0.11482254697286012,0.9647569915829487,MAP4K5/ADCY9/ADCY7/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/ACVR2B/TAB1
BP,GO:1901576,organic substance biosynthetic process,-1.2308754913517517,215,0.11724137931034483,0.9647569915829487,IL1RAP/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/FITM2/SS18L2/CDK6/KLF11/DDHD1/WWC2/TGFBR1/ZDHHC18/NUDT15/MICAL2/ASXL2/SAMD4A/GCLM/MKNK2/UBIAD1/HTATIP2/UAP1/ZMYND11/POMK/ARNT2/PCBD1/LBR/ACVR2B/HAS3/CMPK1/EGLN3/RPS6KA1/DDHD2/SDC1/PRKAA2/SCML1/EIF5A2/ARG2/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1/PLA2G3
CC,GO:0005856,cytoskeleton,-1.2878462475159675,74,0.11842105263157894,0.9647569915829487,YES1/MYO1C/TTLL12/TCP11L1/VPS4A/DCTN4/KLHL2/NUP62/WDR11/MYO1B/KLHL42/CEP85/ACTG1/MYO5A/INO80/DIAPH1/KIF13A/RIN1/KIF16B/INPPL1/ARSJ/SSH2/FNBP1L/PSEN2/MAST2/MYO18A/PLEKHH1/SNX4/CDK6/PRKAR2A/DNAL4/TUBAL3/MAPKBP1/CLASP2/CEP128/MICALCL/P4HB/DDHD2/TPM4/PLA2G3/CAPN6/CCNB3
BP,GO:0048518,positive regulation of biological process,-1.2286153231910348,220,0.12121212121212122,0.9647569915829487,DENND6A/IL1RAP/MAP4K5/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/FITM2/SNX4/SS18L2/CDK6/KLF11/MAP4K2/CAMKK1/CRADD/DDHD1/PRKAR2A/TGFBR1/CLASP2/MICAL2/ASXL2/SAMD4A/SLC7A1/HTATIP2/RAP2A/ANO1/ARNT2/PCBD1/EDEM1/OMA1/ACVR2B/HAS3/EGLN3/RPS6KA1/P4HB/DDHD2/SDC1/PRKAA2/EIF5A2/RAB15/ARG2/CYP26B1/CRLF3/TAB1/RHEBL1/IL7R/PLA2G3
BP,GO:0006468,protein phosphorylation,-1.2812244883465427,72,0.12389380530973451,0.9647569915829487,MAP4K5/ADCY9/ADCY7/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/MKNK2/HTATIP2/PTPRB/RAP2A/ZMYND11/POMK/ACVR2B/RPS6KA1/PRKAA2/TAB1/CCNB3
BP,GO:0007420,brain development,1.358849996857437,25,0.1252408477842004,0.9647569915829487,ADCY1/NDRG4/TOX/APOD/C12orf57/PYGO2/RBPJ/CTNS/BAX
BP,GO:0003006,developmental process involved in reproduction,-1.322278715499865,33,0.12526096033402923,0.9647569915829487,MICALCL/OSBP2/SDC1/EIF5A2/CYP26B1/PLA2G3
MF,GO:0016491,oxidoreductase activity,-1.3336611653116919,27,0.12605042016806722,0.9647569915829487,ACAD11/MICAL2/HTATIP2/SUMF1/PCBD1/DOHH/LBR/EGLN3/P4HB/CYP26B1
BP,GO:0048871,multicellular organismal homeostasis,1.3455881175518296,20,0.12619502868068833,0.9647569915829487,CLDN3/ADCY1/UCP2/MET/CLDN1/RBPJ/KDM3A/BAX/GBA
BP,GO:1901566,organonitrogen compound biosynthetic process,-1.2765961561627666,64,0.12663755458515283,0.9647569915829487,ZDHHC18/SAMD4A/GCLM/MKNK2/POMK/PCBD1/HAS3/CMPK1/RPS6KA1/SDC1/EIF5A2/ARG2/ST6GALNAC6
BP,GO:0007159,leukocyte cell-cell adhesion,-1.3853585040199219,10,0.12681912681912683,0.9647569915829487,SLC7A1/ARG2/IL7R
BP,GO:1903037,regulation of leukocyte cell-cell adhesion,-1.3853585040199219,10,0.12681912681912683,0.9647569915829487,SLC7A1/ARG2/IL7R
BP,GO:0045785,positive regulation of cell adhesion,-1.3823861295253395,14,0.12704918032786885,0.9647569915829487,ITGA6/PAK1/YES1/DOCK5/PIK3CA/CARD11/FUT1/DENND6A/CDK6/SLC7A1/P4HB/IL7R
BP,GO:1901615,organic hydroxy compound metabolic process,-1.3556397679518366,18,0.1273100616016427,0.9647569915829487,PLCD4/PCBD1/LBR/PRKAA2/CYP26B1
CC,GO:0005743,mitochondrial inner membrane,1.3801001608217653,11,0.12941176470588237,0.9647569915829487,C15orf48/UCP2/PTPMT1
BP,GO:0009607,response to biotic stimulus,1.3084643819460384,47,0.13068181818181818,0.9647569915829487,C15orf48/VWCE/NAALADL2/PDE4B/RTP4/CLDN1/BANF1/CARD9/ACTA2/VAMP7/VAMP7/RBPJ/DUSP10/WDR83/ZCCHC3/HNRNPA0/YTHDF3/POLR3F
BP,GO:0043207,response to external biotic stimulus,1.3084643819460384,47,0.13068181818181818,0.9647569915829487,C15orf48/VWCE/NAALADL2/PDE4B/RTP4/CLDN1/BANF1/CARD9/ACTA2/VAMP7/VAMP7/RBPJ/DUSP10/WDR83/ZCCHC3/HNRNPA0/YTHDF3/POLR3F
BP,GO:0051707,response to other organism,1.3084643819460384,47,0.13068181818181818,0.9647569915829487,C15orf48/VWCE/NAALADL2/PDE4B/RTP4/CLDN1/BANF1/CARD9/ACTA2/VAMP7/VAMP7/RBPJ/DUSP10/WDR83/ZCCHC3/HNRNPA0/YTHDF3/POLR3F
CC,GO:0016021,integral component of membrane,1.268046370648067,112,0.13075506445672191,0.9647569915829487,PCDHB13/EPHX3/CLDN3/ADCY1/UCP2/ATG9B/NAALADL2/CLDN9/UPK2/NPBWR1/BEAN1/PDE4B/RTP4/MET/CLDN1/B3GNT9/STX12/TAPT1/RIC3/VAMP7/VAMP7/CMTM3
BP,GO:0080135,regulation of cellular response to stress,-1.3384793105393027,30,0.1323529411764706,0.9647569915829487,DTX3L/KLHDC10/LANCL1/MAP4K5/CDK6/MAP4K2/RAP2A/ZMYND11/EDEM1/P4HB/ARG2
BP,GO:0042493,response to drug,1.3330341458651878,13,0.13779527559055119,0.9647569915829487,ADCY1/APOD/PDE4B/CARD9/CDKN1A
CC,GO:0099513,polymeric cytoskeletal fiber,-1.3080918195990627,24,0.1392931392931393,0.9647569915829487,HNRNPU/PAK1/MAPRE1/YES1/MYO1C/TCP11L1/MYO1B/ACTG1/MYO5A/INO80/KIF13A/KIF16B/DNAL4/TUBAL3/CLASP2/MICALCL/TPM4/CAPN6
BP,GO:0097191,extrinsic apoptotic signaling pathway,-1.377733712422319,11,0.1402439024390244,0.9647569915829487,CRADD/TGFBR1/GCLM/MKNK2/ZMYND11
BP,GO:0046486,glycerolipid metabolic process,-1.3240528936433658,26,0.14042553191489363,0.9647569915829487,PIGB/MTM1/MTMR12/PIK3CA/PIGN/CSNK2A2/LPIN3/INPPL1/MTMR3/MTMR10/LPGAT1/LPCAT2/MTMR6/PLEKHA1/FITM2/DDHD1/PLCD4/DDHD2/PLA2G3
BP,GO:0007043,cell-cell junction assembly,1.3564363424030708,10,0.1420345489443378,0.9647569915829487,CLDN3/CLDN9/CLDN1
BP,GO:0030336,negative regulation of cell migration,1.3546311408658782,10,0.1420345489443378,0.9647569915829487,CLDN3/NDRG4/APOD
BP,GO:0040013,negative regulation of locomotion,1.3546311408658782,10,0.1420345489443378,0.9647569915829487,CLDN3/NDRG4/APOD
BP,GO:0051271,negative regulation of cellular component movement,1.3546311408658782,10,0.1420345489443378,0.9647569915829487,CLDN3/NDRG4/APOD
BP,GO:2000146,negative regulation of cell motility,1.3546311408658782,10,0.1420345489443378,0.9647569915829487,CLDN3/NDRG4/APOD
BP,GO:0044703,multi-organism reproductive process,-1.307307644200507,30,0.14285714285714285,0.9647569915829487,MAST2/PLEKHA1/TOB2/TGFBR1/PLCD4/MICALCL/OSBP2/EIF5A2/CYP26B1/PLA2G3
BP,GO:1905037,autophagosome organization,1.3527472636130704,11,0.14313725490196078,0.9647569915829487,ATG9B/STX12/GBA/NUPR1/RAB7A/PIP4K2A/GABARAP
BP,GO:0006631,fatty acid metabolic process,-1.3629514275887535,10,0.14345114345114346,0.9647569915829487,LPIN3/MYO5A/APPL2/LPGAT1/ACAD11/PRKAA2/PLA2G3
MF,GO:0003779,actin binding,-1.3467079049050446,21,0.14345991561181434,0.9647569915829487,DIAPH2/HNRNPU/CYFIP1/MYO1C/KLHL2/CORO2A/MYO1B/MYO5A/INO80/TRPM7/DIAPH1/INPPL1/SSH2/MYO18A/MICAL2/P4HB/TPM4
BP,GO:0035295,tube development,-1.3050264875190971,29,0.14495798319327732,0.9647569915829487,NEDD4/STARD13/TGFBR1/MICAL2/HTATIP2/PTPRB/ACVR2B/SDC1/ARG2/TAB1
MF,GO:0017137,Rab GTPase binding,-1.356892060468766,10,0.14553014553014554,0.9647569915829487,ALS2/ANKRD27/WDR44/SBF2/MYO5A/KIF16B/TBC1D22B/DENND6A/RBSN
MF,GO:0008092,cytoskeletal protein binding,-1.2808723600292469,34,0.1488469601677149,0.9647569915829487,CAPN10/DIAPH2/HNRNPU/CYFIP1/MAPRE1/MYO1C/TTLL12/KLHL2/CORO2A/NUP62/MYO1B/MYO5A/INO80/TRPM7/DIAPH1/KIF13A/KIF16B/INPPL1/SSH2/MAST2/MYO18A/CLASP2/MICAL2/P4HB/TPM4/CAPN6
BP,GO:0048583,regulation of response to stimulus,-1.2323620416339283,125,0.15011037527593818,0.9647569915829487,MPC2/DTX3L/KLHDC10/PLEKHA1/CYTH1/LANCL1/MAP4K5/ADCY7/NEDD4/SNX4/CDK6/STARD13/MAP4K2/CRADD/WWC2/PRKAR2A/TGFBR1/MAPKBP1/CLASP2/ASXL2/GCLM/PHLPP2/RAP2A/ZMYND11/ANO1/EDEM1/ACVR2B/P4HB/PRKAA2/ARG2/CYP26B1/CRLF3/TAB1/IL7R/PLA2G3
CC,GO:0030133,transport vesicle,1.3510565761746007,15,0.15384615384615385,0.9647569915829487,PDE4B/MCFD2/PDCD6/STX12/VAMP7/VAMP7
BP,GO:0017157,regulation of exocytosis,-1.355397899443303,11,0.15447154471544716,0.9647569915829487,SNX4/CLASP2/SDC1/RAB15/PLA2G3
MF,GO:0046982,protein heterodimerization activity,-1.3537394329301118,11,0.15447154471544716,0.9647569915829487,RCC1/ARNT/ZHX2/ARNT2/P4HB/TPM4
CC,GO:0055037,recycling endosome,-1.3523141023492913,11,0.15447154471544716,0.9647569915829487,DENND6A/RAP2A/RAB15/PLA2G3
BP,GO:0050776,regulation of immune response,-1.2821455216601263,33,0.1544885177453027,0.9647569915829487,ARG2/TAB1/IL7R/PLA2G3
BP,GO:0051046,regulation of secretion,-1.3537741622740358,16,0.15510204081632653,0.9647569915829487,MYO18A/MPC2/SNX4/CLASP2/ANO1/SDC1/RAB15/PLA2G3
BP,GO:1903530,regulation of secretion by cell,-1.3537741622740358,16,0.15510204081632653,0.9647569915829487,MYO18A/MPC2/SNX4/CLASP2/ANO1/SDC1/RAB15/PLA2G3
CC,GO:0030054,cell junction,1.2585451570509507,56,0.1555977229601518,0.9647569915829487,PCDHB13/CLDN3/ADCY1/CLDN9/NPBWR1/PDE4B/RGS17/CLDN1/STX12/RIC3/VAMP7/VAMP7
BP,GO:0006629,lipid metabolic process,-1.2697548465800226,53,0.15625,0.9647569915829487,PLCD4/SUMF1/LBR/OMA1/DDHD2/SDC1/PRKAA2/CYP26B1/ST6GALNAC6/PLA2G3
MF,GO:0017076,purine nucleotide binding,-1.2437816558753,75,0.15766738660907129,0.9647569915829487,MAST2/MYO18A/IRGQ/PYGL/MAP4K5/ADCY9/ADCY7/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/TUBAL3/MKNK2/RAP2A/POMK/ACVR2B/CMPK1/RPS6KA1/PRKAA2/RAB15/RHEBL1
MF,GO:0032555,purine ribonucleotide binding,-1.2437816558753,75,0.15766738660907129,0.9647569915829487,MAST2/MYO18A/IRGQ/PYGL/MAP4K5/ADCY9/ADCY7/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/TUBAL3/MKNK2/RAP2A/POMK/ACVR2B/CMPK1/RPS6KA1/PRKAA2/RAB15/RHEBL1
BP,GO:0007254,JNK cascade,-1.3331722339666394,13,0.15789473684210525,0.9647569915829487,MAP4K5/MAP4K2/RAP2A/ZMYND11/TAB1
